disco_duro_tipo_disco_duro,procesador_frecuencia_turbo_máx__GHz,tipo_producto,tipo,medidas_profundidad_cm,sonido_número_altavoces,medidas_peso_kg,gráfica_salida_vídeo,disco_duro_capacidad_memoria_ssd_GB,procesador_número_hilos_ejecución,procesador_tdp_W,procesador_número_núcleos_procesador_cores,título,company_name,comunicaciones_conectividad,medidas_ancho_cm,almacenamiento_lector_óptico,ram_memoria_ram_GB,sistema_operativo_sistema_operativo,otras_características_fecha_lanzamiento,procesador_nivel_caché,ram_tipo_ram,gráfica_tarjeta_gráfica,pantalla_tamaño_pantalla_pulgadas,medidas_alto_cm,ofertas_count,pantalla_diagonal_pantalla_cm,medidas_altura_mm,gráfica_memoria_gráfica,pantalla_tecnología_pantalla,alimentación_vatios_hora_Wh,ram_frecuencia_memoria_MHz,disco_duro_número_discos_duros_instalados,alimentación_autonomía_batería_h,pantalla_luminosidad_cd_m2,procesador_frecuencia_reloj,procesador_frecuencia_reloj,procesador_caché_MB,procesador_name,equip_Force Touch Trackpad,equip_ScreenPad,equip_Touch Bar,equip_Touch ID,equip_Touchpad multitáctil,equip_TrackPoint / TouchStick / Pointing Stick,equip_USB-C,equip_altavoces estéreo,equip_altavoces estéreo JBL,equip_altavoz integrado,equip_con iluminación,equip_conector de seguridad Kensington,equip_disco duro SSD,equip_lector de tarjetas,equip_lector de tarjetas inteligentes,equip_micrófono integrado,equip_refrigeración líquida,equip_webcam,color,
6890,disco duro SSD,5.4,PC gaming,Desktop,45.0,,17.0,,1000.0,24.0,125.0,16.0,"Lenovo Legion T7 34
34IRZ8 1MFCFDS",Lenovo,"Ethernet, wifi, Bluetooth",21.0,ninguno,32.0,Microsoft Windows 11 Home,,,DDR5,NVIDIA GeForce RTX 4080,,48.0,1,,,16384 MB,,,,1.0,,,3.400 MHz,"3,4 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
454,SSD,4.8,Portátil convertible,Laptop,22.0,,1.57,,1000.0,,,8.0,"ASUS Asus Vivobook 14 Flip OLED TP3407
TP3407SA-QL064W",ASUS,"Bluetooth, wifi",31.0,ninguno,32.0,Windows 11 Home,2025.0,,LPDDR5X,Intel Arc Graphics,14.0,,12,35.0,17.0,memoria compartida,Full HD,70.0,,1.0,,400.0,,,12.0,Intel Core Ultra 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gris
4732,disco duro M.2 SSD,,PC de oficina,Desktop,18.0,,,,256.0,,,,"Lenovo ThinkCentre M75q Gen 2 Tiny
11JN0081GE",Lenovo,"Ethernet, wifi, Bluetooth",17.0,,8.0,Microsoft Windows 11 Professional,,,DDR4,AMD Radeon Graphics,,3.0,3,,,memoria compartida,,,,1.0,,,,,,AMD Ryzen 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4895,disco duro M.2 SSD,5.0,Mini PC,Desktop,17.0,,,,1024.0,16.0,28.0,12.0,"MSI PRO DP10 13
13M-003EU",MSI,"Ethernet, wifi",3.0,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR4,,,17.0,2,,,,,,3200.0,1.0,,,,"2,2 GHz",18.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,blanco
424,SSD,4.6,Portátil gaming,Laptop,23.0,2.0,2.0,,1000.0,,,8.0,"Medion Erazer Crawler E40
30035488",Medion,"wifi, Bluetooth, LAN",35.0,ninguno,16.0,Free DOS,2023.0,L3,DDR5,NVIDIA GeForce RTX 4050,15.6,,6,39.0,28.0,6.144 MB,Full HD,,4800.0,1.0,,300.0,"1,5 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
1233,,4.5,Portátil multimedia,Laptop,22.0,,1.5,,512.0,,,14.0,"ASUS ExpertBook B3 B3404
B3404CMA-Q50728X",ASUS,"wifi, Bluetooth, LAN",31.0,ninguno,16.0,Windows 11 Professional,2024.0,L3,DDR5,Intel Arc Graphics,14.0,,10,35.0,20.0,memoria compartida,WUXGA,50.0,,1.0,,300.0,"3,6 GHz",,18.0,Intel Core Ultra 5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,negro
3017,,5.0,Portátil multimedia,Laptop,24.0,4.0,1.73,Thunderbolt 4,1000.0,,,16.0,"HP ZBook Studio G10
98J49ET",HP,"wifi, Bluetooth",35.0,ninguno,32.0,Windows 11 Professional,2023.0,L3,DDR5,Intel UHD Graphics,16.0,,1,40.0,19.0,memoria compartida,,86.0,5600.0,1.0,,500.0,"1,5 GHz",,30.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,plateado
3635,SSD,4.8,Portátil profesional,Laptop,22.0,2.0,1.3,Thunderbolt 4,256.0,,,10.0,"Microsoft Surface Laptop 5 13.5
i7 16GB/256GB Grey RB2-00028",Microsoft,"wifi, Bluetooth",30.0,ninguno,16.0,Windows 10 Professional,2022.0,L3,,Intel Iris Xe Graphics,13.5,,1,34.0,15.0,memoria compartida,,,,1.0,18.0,400.0,"1,3 GHz",,12.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,gris
7526,disco duro SSD,5.6,PC gaming,Desktop,,,,,2000.0,24.0,170.0,12.0,Actina Desktop-PC KOMAAAGIP1553 Ryzen 9 7900X 32GB RAM 2TB SSD RTX 4070 Ti Super (S9198982),Actina,,,,32.0,,,,,NVIDIA GeForce RTX 4070 Ti Super,,,1,,,,,,,1.0,,,4.700 MHz,"4,7 GHz",64.0,AMD Ryzen 9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
3199,SSD,4.7,Portátil gaming,Laptop,26.0,2.0,2.5,HDMI,512.0,,,14.0,"HP Victus 16
16-d1021ns",HP,"wifi, Bluetooth, LAN",37.0,ninguno,16.0,Free DOS,2021.0,L3,DDR5,NVIDIA GeForce RTX 3050 Ti,16.1,,1,40.0,24.0,4.096 MB,Full HD,70.0,4800.0,1.0,8.5,250.0,"1,7 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,blanco
102,,,Portátil multimedia,Laptop,25.0,,1.9,HDMI,,,,,Lenovo IdeaPad 3 15,Lenovo,"wifi, Bluetooth",36.0,,,,2020.0,,,,15.6,,50,39.0,20.0,,,35.0,,,7.5,250.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
4971,disco duro M.2 SSD,5.6,PC gaming,Desktop,48.0,,,,1000.0,28.0,125.0,20.0,"MSI MEG Trident X2 14
14NUG7-403AT",MSI,"wifi, Ethernet, Bluetooth",22.0,ninguno,32.0,Microsoft Windows 11 Home,,,DDR5,NVIDIA GeForce RTX 4080 Super,,45.0,2,,,16384 MB,,,5600.0,,,,,"3,4 GHz",33.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,negro
3707,SSD,4.7,Portátil multimedia,Laptop,21.0,,1.2,,,,,10.0,"ASUS ExpertBook B5 Flip B5302
B5302CBA-EG0515X",ASUS,"wifi, Bluetooth, LAN",30.0,,,,2021.0,L3,DDR5,Intel Iris Xe Graphics,13.3,,1,33.0,17.0,memoria compartida,Full HD,33.0,,,,300.0,"1,2 GHz",,12.0,Intel Core i7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,negro
1599,SSD,4.2,Portátil multimedia,Laptop,23.0,2.0,1.66,HDMI,512.0,,,4.0,"Lenovo IdeaPad 5 15
15ITL05 (82FG01R1SP)",Lenovo,"wifi, Bluetooth",35.0,ninguno,8.0,sin sistema operativo,2020.0,L3,DDR4,Intel Iris Xe Graphics,15.6,,7,39.0,18.0,memoria compartida,Full HD,,3200.0,1.0,17.0,300.0,"2,4 GHz",,8.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
4255,disco duro SSD,4.6,PC gaming,Desktop,,,,,1000.0,16.0,65.0,8.0,Sedatech UCCB719I1I1HF,Sedatech,wifi,,,32.0,Microsoft Windows 11 Home,,,,NVIDIA GeForce RTX 4070 Ti Super,,,1,,,16384 MB,,,,1.0,,,3.400 MHz,"3,4 GHz",32.0,AMD Ryzen 7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2235,SSD,4.2,Portátil profesional,Laptop,22.0,2.0,1.5,,256.0,,,4.0,"Dell Latitude 3420
M0T65",Dell,"LAN, wifi, Bluetooth",32.0,ninguno,8.0,Windows 10 Professional,2021.0,L3,DDR4,Intel Iris Xe Graphics,14.0,,2,35.0,18.0,memoria compartida,Full HD,54.0,3200.0,1.0,13.5,250.0,"2,4 GHz",,8.0,Intel Core i5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,gris
170,,,Portátil gaming,Laptop,25.0,2.0,2.1,,,,,,Acer Predator Triton Neo 16 PTN16-51,Acer,"wifi, Bluetooth",35.0,,,,2024.0,,,,16.0,,12,40.0,21.0,,,76.0,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,
5975,disco duro SSD,4.4,PC gaming,Desktop,,,,,512.0,12.0,65.0,6.0,"Acer Predator Orion 3000 PO3-640
dg.e32eg.005",Acer,,,,16.0,Microsoft Windows 11 Home,,,,,,,1,,,,,,,,,,2.500 MHz,"2,5 GHz",18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
135,,,Portátil multimedia,Laptop,,,,,512.0,,,12.0,"Samsung Galaxy Book4 Edge 16""",Samsung,,,,16.0,Windows 11 Home,,,DDR5,,16.0,,17,40.0,,,,,,,,,4 GHz,,42.0,Qualcomm Snapdragon X Elite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,azul
3962,,4.6,Portátil profesional,Laptop,23.0,2.0,1.79,HDMI,256.0,,,10.0,"HP ProBook 450 G10
859Q7EA",HP,"LAN, wifi, Bluetooth",35.0,ninguno,8.0,Windows 11 Professional,2023.0,L3,DDR4,Intel Iris Xe Graphics,15.6,,1,39.0,20.0,memoria compartida,Full HD,51.0,3200.0,1.0,,250.0,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,plateado
6846,disco duro M.2 SSD,5.0,Mini PC,Desktop,,,,HDMI,1000.0,20.0,,14.0,Minisforum NPB7 (i7-13700H 32GB 1TB SSD),Minisforum,"wifi, Ethernet, Bluetooth",,ninguno,32.0,Microsoft Windows 11 Professional,,,DDR5,Intel Iris Xe Graphics,,,1,,,memoria compartida,,,4800.0,1.0,,,,,24.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blanco
1323,,4.8,Portátil profesional,Laptop,22.0,2.0,1.38,HDMI 2.1,512.0,,,16.0,"Lenovo Thinkbook 14 G7 (2024)
21MR004BSP",Lenovo,"wifi, Bluetooth, LAN",31.0,ninguno,16.0,Windows 11 Professional,2024.0,L3,DDR5,Intel Arc Graphics,14.0,,15,35.0,17.0,memoria compartida,WUXGA,45.0,5600.0,1.0,13.0,300.0,"3,8 GHz",,24.0,Intel Core Ultra 7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
7265,,4.2,PC gaming,Desktop,40.0,,,,480.0,12.0,65.0,6.0,ScreenOn X365106,ScreenOn,"wifi, Ethernet",19.0,ninguno,32.0,Microsoft Windows 11 Professional,,,DDR4,NVIDIA GeForce RTX 3060,,43.0,1,,,"16384 MB, 12288 MB",,,,2.0,,,3.600 MHz,,3.0,AMD Ryzen 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
2315,,5.0,Portátil multimedia,Laptop,,,,,256.0,,,6.0,"MSI WF65 10T
10TI-424FR",MSI,,,ninguno,16.0,Windows 10 Professional,2020.0,L3,DDR4,NVIDIA Quadro T1000,15.6,,2,39.0,,4.096 MB / 4 GB,Full HD,,2666.0,2.0,,,"2,6 GHz",,12.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,plateado
7763,disco duro M.2 SSD,4.3,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,Vibox II-50 Gaming PC i5-10400 / RTX 3060,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 3060,,,1,,,12288 MB,,,,,,,2.900 MHz,"2,9 GHz",12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
7194,disco duro M.2 SSD,5.2,PC gaming,Desktop,,,,,1000.0,24.0,65.0,16.0,Vibox VII-10 Gaming PC i7-13700F / RTX 3070 Ti,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 3070 Ti,,,1,,,8192 MB,,,,,,,2.100 MHz,"2,1 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
7168,disco duro M.2 SSD,5.2,PC gaming,Desktop,,,,,1000.0,24.0,65.0,16.0,Vibox VII-13 Gaming PC i7-13700F / RTX 3060,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 3060,,,1,,,12288 MB,,,,,,,2.100 MHz,"2,1 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4642,disco duro SSD,4.3,Workstation,Desktop,41.0,,,,250.0,8.0,89.0,4.0,"iggual SFF PSIPCH
PSIPCH803",iggual,,23.0,ninguno,8.0,ninguno,,,DDR4,Intel UHD Graphics 730,,48.0,5,,,memoria compartida,,,3200.0,1.0,,,3.300 MHz,,12.0,Intel Core i3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
1964,,,Portátil convertible,Laptop,21.0,2.0,1.3,,,,,10.0,HP Elite x360 830 G10,HP,"wifi, Bluetooth",30.0,,,,2023.0,L3,,,13.3,,4,33.0,19.0,,,51.0,,,,400.0,,,12.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,
2430,SSD,5.3,Portátil profesional,Laptop,25.0,,2.67,,1000.0,,,20.0,"Dell Precision 7680
PYGWK",Dell,"wifi, Bluetooth, LAN",35.0,ninguno,32.0,Windows 11 Professional,2023.0,L3,DDR5,NVIDIA GeForce RTX 3050,16.0,,3,40.0,27.0,12.288 MB / 12 GB,WUXGA,83.0,,1.0,,250.0,"1,5 GHz",,30.0,Intel Core i7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,gris
2726,SSD,5.1,Portátil convertible,Laptop,21.0,,1.38,,1000.0,,,12.0,"ASUS ProArt PX13 HN7306
HN7306WI-LX016WS",ASUS,"wifi, Bluetooth",29.0,,32.0,Windows 11 Home,2024.0,L3,,NVIDIA GeForce RTX 4070,13.3,,1,33.0,18.0,8.192 MB / 8 GB,2.8K,73.0,,1.0,,400.0,2 GHz,,36.0,AMD Ryzen AI 9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
4750,disco duro SSD,,PC de oficina,Desktop,33.0,,,HDMI,512.0,,,,"Acer Altos P10 F9
DT.L0NEB.008",Acer,Ethernet,17.0,,16.0,Microsoft Windows 11 Professional,,,DDR5,,,17.0,9,,,,,,4800.0,1.0,,,,,,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
815,PCIe SSD,5.0,Ultrabook,Laptop,22.0,2.0,0.9,,512.0,,,12.0,"LG Gram SuperSlim (2023)
15Z90RT-G.AD75B",LG,"wifi, Bluetooth, LAN",35.0,ninguno,32.0,Windows 11 Home,2023.0,L3,LPDDR5,Intel Iris Xe Graphics,15.6,,12,39.0,11.0,memoria compartida,Full HD,60.0,6000.0,1.0,13.0,400.0,"2,2 GHz",,18.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,azul
2074,,,Portátil multimedia,Laptop,23.0,,1.54,,,,,,ASUS ExpertBook B15,ASUS,"wifi, Bluetooth, LAN",35.0,,,,2021.0,,,,15.6,,5,39.0,19.0,,,42.0,,,,250.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
4541,disco duro SSD,5.4,Workstation,Desktop,42.0,,5.0,,512.0,28.0,65.0,20.0,"Dell Precision T3680
HJC5Y",Dell,Ethernet,17.0,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR5,,,37.0,12,,,,,,4400.0,1.0,,,2.100 MHz,"2,1 GHz",33.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
464,SSD,4.9,Portátil gaming,Laptop,25.0,2.0,2.5,HDMI 2.1,,,,14.0,GigaByte G6X,GigaByte,"wifi, Bluetooth, LAN",36.0,,,,2024.0,L3,DDR5,NVIDIA GeForce RTX 4060,16.0,,27,40.0,29.0,8.192 MB,,73.0,4800.0,1.0,,,"1,9 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,
1985,,4.4,Portátil multimedia,Laptop,23.0,2.0,1.6,HDMI,1000.0,,,8.0,"Lenovo IdeaPad Slim 3 15 (2023)
83ER0079SP",Lenovo,"wifi, Bluetooth",35.0,ninguno,16.0,sin sistema operativo,2023.0,L3,LPDDR5,Intel UHD Graphics,15.6,,1,39.0,18.0,memoria compartida,Full HD,47.0,4800.0,1.0,10.0,300.0,"1,5 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
7798,disco duro M.2 SSD,4.3,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,Vibox II-100 Gaming PC i5-10400 / RTX 3060 Ti,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 3060 Ti,,,1,,,8192 MB,,,,,,,2.900 MHz,"2,9 GHz",12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
807,,4.3,,Laptop,21.0,2.0,1.09,,512.0,,,12.0,"Lenovo ThinkPad X1 Carbon Gen 12
21KC0065SP",Lenovo,"wifi, Bluetooth, NFC",31.0,ninguno,16.0,Windows 11 Professional,2024.0,L3,LPDDR5X,Intel Graphics,14.0,,5,35.0,15.0,memoria compartida,WUXGA,57.0,6400.0,1.0,,400.0,"3,6 GHz",,12.0,Intel Core Ultra 5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,negro
4660,disco duro M.2 SSD,5.2,,Desktop,30.0,,5.9,DisplayPort,512.0,24.0,219.0,16.0,"HP Z2 SFF G9 Workstation
5F166EA",HP,Ethernet,38.0,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR5,Intel UHD Graphics,,10.0,3,,,memoria compartida,,,4800.0,1.0,,,2.100 MHz,"2,1 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,negro
1086,,,Portátil profesional,Laptop,23.0,,1.65,HDMI,,,,,ASUS ExpertBook B1 BM1503,ASUS,"wifi, Bluetooth, LAN",36.0,,,,2025.0,,,,15.6,,2,39.0,20.0,,,,,,,300.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
144,SSD,,Portátil multimedia,Laptop,22.0,6.0,1.6,,512.0,,,12.0,"Apple MacBook Pro 14"" M4 (2024)
Silver MX2E3Y/A",Apple,"Bluetooth, wifi",31.0,ninguno,24.0,macOS Sequoia,2024.0,,,Apple M4 Pro Graphics,14.2,,12,36.0,16.0,memoria compartida,Retina,70.0,,1.0,13.0,1000.0,,,,Apple M4 Pro,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,plateado
1353,,4.4,Portátil multimedia,Laptop,24.0,2.0,1.74,HDMI,512.0,,,10.0,"HP 250 G9
6S6K6EA",HP,"wifi, Bluetooth",35.0,ninguno,8.0,Windows 11 Home,2022.0,L3,DDR4,Intel Iris Xe Graphics,15.6,,5,39.0,20.0,memoria compartida,Full HD,41.0,3200.0,1.0,,250.0,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,negro
2754,SSD,,Portátil gaming,Laptop,25.0,2.0,2.38,HDMI 2.1,512.0,,,,"Lenovo LOQ 15 G9 2024
83JC0068PB",Lenovo,"wifi, Bluetooth, LAN",36.0,,16.0,sin sistema operativo,2024.0,,DDR5,NVIDIA GeForce RTX 3050,15.6,,1,39.0,24.0,6.144 MB / 6 GB,Full HD,60.0,,1.0,5.3,300.0,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,gris
4635,,4.7,Mini PC,Desktop,11.0,,,HDMI,,12.0,15.0,6.0,"GigaByte BRIX GB-BR
BRi7H-10710",GigaByte,"Ethernet, wifi, Bluetooth",11.0,,,ninguno,,,DDR4,Intel UHD Graphics 620,,4.0,5,,,memoria compartida,,,,,,,1.100 MHz,,12.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2120,PCIe SSD,4.8,Portátil profesional,Laptop,24.0,2.0,1.7,HDMI,1000.0,,,16.0,"MSI Prestige 14 AI Evo C1M
C1MG-021ES",MSI,"wifi, Bluetooth, LAN",31.0,ninguno,32.0,Windows 11 Home,2024.0,L3,DDR5,Intel Arc Graphics,14.0,,3,35.0,18.0,memoria compartida,FHD+,90.0,5600.0,1.0,,,"3,8 GHz",,24.0,Intel Core Ultra 7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,negro
5032,disco duro SSD,,PC gaming,Desktop,,,,,256.0,,,,BEASTCOM Q3 | Essential Gaming (Q3-140-SET),BEASTCOM,wifi,,ninguno,8.0,,,,,AMD Radeon RX Vega 8,,,1,,,memoria compartida,,,,,,,,,,AMD Ryzen 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4494,disco duro SSD,4.4,PC de oficina,Desktop,43.0,,,,1000.0,,,6.0,"Dell Precision 5860 Tower
Y3FRW",Dell,Ethernet,17.0,ninguno,32.0,Microsoft Windows 11 Professional,,,DDR5,,,41.0,3,,,,,,4800.0,1.0,,,,3 GHz,15.0,Intel Xeon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
3467,SSD,,Portátil profesional,Laptop,22.0,,1.4,HDMI,,,,,Dell Latitude 7490,Dell,"wifi, Bluetooth, LAN",33.0,,,,2018.0,L3,,,14.0,,3,35.0,18.0,,,60.0,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
4535,disco duro SSD,4.6,PC gaming,Desktop,,,7.73,,1000.0,16.0,65.0,10.0,"MSI MAG Infinite S3
13NUE-1062XES",MSI,"wifi, Bluetooth",,ninguno,16.0,FreeDOS,,,DDR5,NVIDIA GeForce RTX 4070,,,8,,,12288 MB,,,4800.0,1.0,,,2.500 MHz,"2,5 GHz",20.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
4970,disco duro SSD,4.4,PC de oficina,Desktop,30.0,,,,512.0,12.0,65.0,6.0,"Acer Veriton S2 VS2690G
DT.VWMEB.004",Acer,Ethernet,16.0,grabadora DVD,8.0,Microsoft Windows 11 Professional,,,DDR4,Intel UHD Graphics 730,,34.0,1,,,memoria compartida,,,,1.0,,,2.500 MHz,"2,5 GHz",18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
5966,disco duro M.2 SSD,4.4,PC de oficina,Desktop,,,,,500.0,8.0,,4.0,Ankermann Office Work V2 PC (4260561746298) Ankermann,Ankermann,wifi,,grabadora DVD,16.0,Microsoft Windows 11 Professional,,,DDR4,Intel UHD Graphics 630,,,2,,,memoria compartida,,,,1.0,,,,"3,7 GHz",6.0,Intel Core i3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
1014,,5.8,Portátil gaming,Laptop,26.0,2.0,2.85,,2000.0,,,24.0,"PcCom Revolt 4070
PCCOMRVOLT83",PcCom,"wifi, Bluetooth, LAN",39.0,ninguno,32.0,sin sistema operativo,2024.0,L3,DDR5,NVIDIA GeForce RTX 4070,17.3,,2,43.0,25.0,8.192 MB,Full HD,80.0,,1.0,,,"2,2 GHz",,36.0,Intel Core i9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,negro
7287,disco duro M.2 SSD,4.9,PC gaming,Desktop,,,,,1000.0,16.0,65.0,8.0,Vibox IV-96 Gaming PC i7-11700F / RTX 4070 Ti,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 4070 Ti,,,1,,,12288 MB,,,,,,,2.500 MHz,"2,5 GHz",16.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2917,,5.1,Portátil multimedia,Laptop,26.0,6.0,1.99,,1000.0,,,16.0,"MSI Stealth 16 AI Studio A1V
A1VIG-003FR",MSI,"wifi, Bluetooth, LAN",35.0,ninguno,32.0,Windows 11 Professional,2024.0,L3,DDR5,NVIDIA GeForce RTX 4090,16.0,,2,40.0,20.0,,,99.9,5600.0,1.0,,,"2,3 GHz",,24.0,Intel Core Ultra 9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
559,,4.6,,Laptop,22.0,,1.7,HDMI,1000.0,,,10.0,"ASUS Vivobook 15 OLED F1505
F1505VA-MA596W",ASUS,"wifi, Bluetooth",35.0,ninguno,16.0,Windows 11 Home,2023.0,L3,DDR4,Intel Iris Xe Graphics,15.6,,3,39.0,20.0,memoria compartida,2.8K,50.0,,1.0,,,,,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,plateado
6809,disco duro M.2 SSD,5.8,Workstation,Desktop,30.0,,5.7,,1000.0,32.0,65.0,24.0,"HP Z1 G9 Tower
996Q3ET",HP,Ethernet,15.0,ninguno,32.0,Microsoft Windows 11 Professional,,,DDR5,NVIDIA GeForce RTX 4060,,33.0,2,,,8192 MB,,,4800.0,1.0,,,2.000 MHz,2 GHz,36.0,Intel Core i9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
1504,SSD,4.5,Portátil gaming,Laptop,28.0,2.0,2.7,,512.0,,,6.0,"Acer Nitro 5 (AN517-54)
AN517-54-57SF",Acer,"LAN, wifi, Bluetooth",40.0,ninguno,16.0,Windows 11 Home,2021.0,L3,DDR4,NVIDIA GeForce RTX 3070,17.3,,3,43.0,25.0,8.192 MB / 8 GB,,,,1.0,8.0,300.0,"2,2 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,negro
5775,disco duro M.2 SSD,4.8,PC de oficina,Desktop,37.0,,,,512.0,16.0,65.0,8.0,"HP EliteDesk 800 G6
Tower (1D2X9EA#ABD)",HP,"Ethernet, wifi, Bluetooth",16.0,ninguno,16.0,Microsoft Windows 10 Professional,,,DDR4,Intel UHD Graphics 630,,30.0,1,,,memoria compartida,,,2666.0,1.0,,,2.900 MHz,,16.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
1285,SSD,4.8,Portátil multimedia,Laptop,,2.0,0.99,,512.0,,,8.0,"MSI Prestige 13 AI+ Evo A2V
A2VMG-030ES",MSI,"Bluetooth, wifi",29.0,ninguno,16.0,Windows 11 Home,,,LPDDR5X,Intel Arc Graphics 140V,13.3,,8,33.0,,memoria compartida,2.8K,75.0,,1.0,,,,,12.0,Intel Core Ultra 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gris
